ResourceID,EventUID,RecordType,Name Type,Name,DateFrom,DateTo,Description Type,Description,Notes
71abc2c5-9f29-4bac-9d48-e3098e2e9a1f,ELO7494,Backlog Report,Primary,Trial Trench at Queen Elizabeth's Hunting Lodge,1990-09-03,1990-10-24,Full,"Excavation undertaken by Newham Museum Service,  (site code CF-HL 90). Original foundations dating to the Tudor period, for the standing building known as the Queen Elizabeth's Hunting Lodge, were recorded. Subsequent repairs and alterations to the foundations were also recorded, as well as dumping, levelling and pitting across the site.",
71b929ea-df9b-4d76-97ea-e3737a566534,ELO18294,Backlog Report - Invisible,Primary,Event/Activity at 57 Homefield Road,2017-01-01,2017-12-31,Backlog,No description is currently available for this record.  Awaiting update.,
71bdaa08-060f-4871-9215-fb0aacea44d2,ELO14039,Backlog Report,Primary,Event/Activity at Hampton Court Palace Gardens,2014-03-01,2014-03-31,Full,A watching brief was undertaken during the construction of a sand martin bank at Hampton Court Palace in March 2014 by Oxford Archaeology.  No archaeological finds or features were observed.,A GIS polygon was drawn over the approximate area of the site. Mapped at 1:1250 using OS MasterMap as a base.
71cf69ac-9081-4fc3-96ee-8c52ba78852c,ELO13484,Backlog Report,Primary,Event/Activity at Angel Lane,2013-09-09,2013-09-13,Full,"An archaeological borehole survey was undertaken at Angel Lane, Stratford by Archaeology South East between the 9th and 13th September 2013. The site comprised three boreholes located to the northeast, southwest and centre of the site.   The boreholes showed that the made ground sealed a layer of later Post Medieval topsoil which inturn directly overlay a weathered sandy clay, or the edge of an alluvium.",GIS points were drawn over the approximate location of the boreholes. Mapped at 1:1250 using OS MasterMap as a base.
71eaee02-4946-42a2-88e0-477385cf7976,ELO17567,Backlog Report,Primary,Desk Based Assessment at Castlewood W1A,2017-01-01,2017-01-31,Full,"Museum of London Archaeology were commissioned to undertake an historic environment assessment of the proposed Castlewood House development in 2017.  It was concluded that there is archaeological potential for remains of features dating to the late 17th Century onwards. The area was first built on in the late 17th Century and the site may provide evidence of London's early Post Medieval suburbs. There is high potential for bases of truncated features such as structural footings, rubbish and cess pits of low or possibly medium heritage significance.  There is also low to moderate potential for evidence of the Civil War defensive ditch, the remains of which would be off high significance.  There is low potential for remains of other periods.",A GIS polygon was created over the approximate location of the site using OS Master Map as a map base at 1:1250.
71ef6af6-ec66-4d26-ac41-9aab12f39028,ELO9198,Backlog Report,Primary,Event/Activity at Shelley House,1991-08-01,1991-08-27,Backlog,No description is currently available for this record.  Awaiting update.,
71fe0c50-4e76-43f0-83d5-638e23508040,ELO1222,Backlog Report,Primary,Event/Activity at Howbury Park,1995-11-01,1995-11-30,Full,"A Howbury Park, Slade Green (site code SGN95) Sedimentological Report was produced by V. Williamson in Nov 1995. This was produced from cable percussion boreholes. A description of the stratigraphic sequence is made and this is related to detailed analytical data. In total eight monoliths were recovered from the Slade Green site which were analysed and aided in determining the sedimentary sequence.",
72465800-fd94-4ff6-bd27-a472a7f0490d,ELO11485,Backlog Report,Primary,Event/Activity at Barwell Court Farm,2010-08-17,2010-08-17,Full,A desk based assessment of Barwell Court Farm was carried out by Surrey County Archaeological Unit in 2010.  Barwell Court has a recorded history dating back to the 13th Century and cartographic evidence shows buildings at the site since 1768 although no alterations in the layout of the buildings have taken place since 1886.  There is therefore a high potential for archaeological remains dating from the 13th Century onwards although they may have been disturbed during 19th Century developments.,A polygon was drawn over the approximate area of the site at a scale of 1:1250 OS based on Master Map and a site location plan in the report.
724e0180-c4a4-4586-8a08-d40de4abf809,ELO2982,Backlog Report,Primary,Trial Trench at Como Street,2000-01-01,2000-12-31,Backlog,No description is currently available for this record.  Awaiting update.,
7252144f-7b1f-4690-b460-605143d8665c,ELO952,Backlog Report,Primary,Watching Brief at Corsica Street,2001-08-20,2002-10-12,Full,"An archaeological watching brief was carried out by Wessex Archaeology at Corsica Street, Highbury, London Borough of Islington between the 20/08/01 and 12/10/02. This was funded by Union Railways (North) Ltd, managed by Rail Link Engineering. No archaeological remains, with the exception of modern made-ground and undated brown silty clay with gravel lensing drift deposits overlying London Clay (at a height of c. 29m a OD), were observed.",
725efaf1-2240-45c8-be82-ed33301a294d,ELO7929,Backlog Report,Primary,Trial Trench at The Teardrop Site,2007-11-01,2008-02-02,Full,"A series of 26 trenches were excavated across the Teardrop, Warren Lane, site by Oxford Archaeology between November 2007 and February 2008.  A large Iron Age oppidum ditch was found in the north of the site, dated to c.500-100 BC together with two smaller associated ditches in the north west of the site. In the northern part of the side, the Iron Age ditch was truncated by successive phases of building along the frontage of Warren Lane during the late Medieval and Post Medieval periods.  Two 14th Century London Ware pottery kilns were excavated within the south east of the site, one of which was exceptionally well preserved. Large quantities of pottery wasters were also recovered.","GIS area drawn as a polygon; drawn at 1:1250 with OS Mastermap, 08/12/2008"
72646fed-f7cd-49ec-93c5-9c400b96140b,ELO11794,Backlog Report,Primary,Event/Activity at Longland Primary School,2011-02-01,2011-02-28,Full,"A historic building assessment was undertaken at Longlands Primary School, between Woodside Road and Woodside Crescent, Sidcup in February 2011 by Archaeological Services and Consultancy Ltd. The school was founded in 1907 and extended in the 1930s-40s. It was further extended in the 1980's.","The polygon for this site is aproximate only, it was mapped at 1:1250 using OS MasterMap as a base."
726711b1-16ae-4e67-8f33-138b972509c2,ELO14917,Backlog Report,Primary,Event/Activity at Leys Estate,2013-07-30,2013-08-08,Full,"An archaeological evaluation was carried out at the Leys Estate, Birdbrook Close, Dagenham. Fifteen trenches were to be excavated, of which two could not be carried out due to site constraints. All excavated trenches foudn a sequence of natural gravel deposits. in some of the trenches, a subsoil was also encountered. In two trenches a linear ditch was excavated which probably represented a late Post Medieval field boundary. Extensive truncation from the construction of the 1960s and70s housing estate was identified across the site.",
726b50ed-cc2e-4c73-8e52-59561ebf259b,ELO18146,Backlog Report,Primary,Desk Based Assessment at 19 Cavendish Avenue,2016-11-01,2016-11-30,Full,"Prentice Moore Heritage carried out a Heritage Statement at 19 Cavendish Avenue, London, NW8 9JD in November 2016 to support an application for planning permission.",A GIS point was created over the approximate location of the site using OS Master Map as a map base at 1:1250.
72727d3c-f063-412e-9ba8-1d51029285c6,ELO10938,Backlog Report,Primary,Event/Activity at Balham Hill,1997-08-01,1997-10-08,Backlog,No description is currently available for this record.  Awaiting update.,
727645a8-64e9-4df0-85eb-3c86690b7744,ELO13818,Backlog Report,Primary,Event/Activity at Lincoln's Inn Fields,2011-09-01,2011-09-30,Full,A desk based assessment was undertaken at 32 Lincoln's Inn Fields in September 2011 by Gifford. The site has a low potential for archaeological deposits of a pre Post Medieval date. This is due to the truncation caused by the present buildings basement.,A GIS polygon was drawn overt he approximate area of the site. Mapped at 1:1250 using OS MasterMap as a base.
72771dc4-5478-4fb4-8c62-36e016082649,ELO12342,Backlog Report,Primary,Event/Activity at The Retreat,2012-03-05,2012-03-06,Full,From the 5th-6th March 2012 an evaluation trench was excavated by Pre-Construct Archaeology at the Retreat. Retreat Road. The trench was excavated in addition to four trenches investigated in an earlier evaluation. The trench revealed archaeological deposits dating to the mid to late Post Medieval period. The features included a wall and two pits.,The GIS line for this site is located over the approximate area of the trench. Mapped at 1:1250 using OS MasterMap as a base.
728ef833-25c5-441a-81a8-691674838fe6,ELO3989,Backlog Report,Primary,Trial Trench at Former Essoldo Cinema,1995-01-01,1995-12-31,Backlog,No description is currently available for this record.  Awaiting update.,
728f594a-2c7e-40fe-b16f-0d9a0416034f,ELO17958,Backlog Report,Primary,"Test Pit at Science Gallery, Boland House",2016-06-13,2016-07-15,Full,"Between June and July 2016 Pre-Construct Archaeology conducted an archaeological evaluation at Boland House, Guy's Hospital in advance of proposed redevelopment. The evaluation comprised two evaluation trenches in the north-west and east of the basement and one trial pit.  Natural gravels were recorded at comparable levels (-0.44m OD) in both of the trenches. The natural gravels were overlain by alluvial horizons and brickearth to an upmost elevation of -0.10m OD. Residual Prehistoric activity was found within the alluvial deposits. Burnt flint and struck flint were recovered from an uppermost elevation of 0.60m OD. The Prehistoric activity was exclusively located along the western side of the site, suggesting the Channel lay to the east. This will have truncated earlier deposits and features.  Two phases of Roman activity were encountered along the western side of the site, corresponding with known areas of high ground. The earlier phase dated from the late 2nd Century AD and comprised episodes of water management of the defining of property boundaries. These features were abandoned, which was followed by a later third Century phase of refuse disposal or levelling.  Four phases of Medieval activity were identified, dating from the late 11th Century. This evidence illustrates the reoccupation of the area.  In the early Post Medieval period it appears the site was located to the rear of properties due to the presence of a well and dumped debris. By the later Post Medieval period construction had occurred on the site. Masonry walls were observed dating to between 1800 and 1900. These were presumably demolished following World War II bombing.  The differences in the archaeology between the east and west of the site suggests that there was a boundary between, likely a wet channel was to the east and dry land to the west.",A GIS polygon was created over the approximate location of the site using OS Master Map as a map base at 1:1250.
72a9f775-e0c4-4a2c-8824-094540e3cd6a,ELO6008,Backlog Report,Primary,Desk Based Assessment at Former Sports Club,2004-02-01,2004-02-28,Backlog,No description is currently available for this record.  Awaiting update.,
72c35384-6554-4e30-af53-5adef919aa3f,ELO15918,Backlog Report,Primary,Watching Brief at Neptune Court National Maritime Museum,1999-02-15,1999-02-15,Full,"Between November 1998 and February 1999 the Museum of London Archaeology Service was commissioned to undetake an archaeological watching brief at Neptune Court, National Maritime Museum, Greenwich, London.  The watching brief proceeds a series of works that have been undertaken at the site starting with an evaluation in October 1996. The 1998-99 watching brief monitored further works (the Mast Trench, Drainage Trench and Gun Walk) to the south and mostly to the north of Neptune Court.  The Gun Walk draw pits (1m x 1m) and trench comprised of six pits (A to F) either side of the walkway between the Gun Gate and the southern edge of the original turf line. The eastern side was examined on the 9th December 1998 and the western on the 15th February 1999. The pits linked a shallow service trench backfilled at the time of inspection. No features or finds were observed other than a plaster deposit within the trench and pits E and F corresponding with a plaster deposit observed at an earlier date within the area of the Hall.",
72c9896f-8dca-478b-a510-1a87ffbdaa4e,ELO9285,Backlog Report,Primary,Event/Activity at Bilton Way,2000-02-01,2000-02-28,Full,"A desk based assessment was carried out for 75 Bilton Way, Enfield by Wessex Archaeology in February 2000.  The report concludes that the site has a potential for archaeological and geoarchaeological remains.",
72ccd805-6c50-4dfd-8d72-08fa7b4a6fc1,ELO18022,Backlog Report - Invisible,Primary,Event/Activity at Drax Avenue,2015-01-01,2015-12-31,Backlog,No description is currently available for this record.  Awaiting update.,
72d24569-5dfe-4196-8d27-d8179f0a842a,ELO3354,Backlog Report,Primary,Trial Trench at George Street,1995-11-23,1995-11-28,Backlog,No description is currently available for this record.  Awaiting update.,
72d862d0-face-476f-afe0-e2e4fc4aa556,ELO2335,Backlog Report,Primary,Desk Based Assessment at Thelma Golding Health Centre,2004-01-01,2004-01-31,Backlog,No description is currently available for this record.  Awaiting update.,
72f0a419-a0f0-4173-b9ac-78a9d14d6be1,ELO11281,Backlog Report,Primary,Event/Activity at Forty Hall,2007-05-20,2007-07-12,Full,"An excavation was carried out at Forty Hall by Enfield Archaeological Society and Martin J. Dearne Archaeological Services in 2007.  A section of mid 18th Century boundary wall, attached to the standing Forty Hall, and a 19th Century domestic water feature foundation, adjacent to the courtyard wall, were found.  Both features were recorded. *Natural deposits were not observed.*",A point was drawn over the approximate location of the site at a scale of 1:1250 OS based on Master Map and a site location plan in the report.
73023f3d-7be4-4ba4-9518-847bfe033181,ELO9149,Backlog Report,Primary,Watching Brief at Finchley Road,2001-09-01,2001-09-30,Backlog,No description is currently available for this record.  Awaiting update.,
7307428f-d5d8-4ba5-91ae-97b8b2a9d0ef,ELO15150,Backlog Report,Primary,Event/Activity at Wandsworth Road,2012-02-01,2015-12-31,Full,"Oxford Archaeology undertook a a programme of historic building research, investigation and recording between 2012 and 2015. This building was subject to redevelopment, and recording was made during demolition and building works.",
730dd97c-10a4-428c-ab5d-c325a6fd4176,ELO18083,Backlog Report - Invisible,Primary,Event/Activity at Bell Tower and adjacent Inner Curtain Wall,2015-01-13,2015-09-11,Backlog,No description is currently available for this record.  Awaiting update.,A GIS point was created over the approximate location of the site using OS Master Map as a map base at 1:1250.
730f41e3-413c-4543-9016-08d62e31af86,ELO9929,Backlog Report,Primary,Event/Activity at Quadrant House site,2003-12-20,2003-12-20,Backlog,No description is currently available for this record.  Awaiting update.,
73113264-f4ac-4ec6-98d8-a18ac2ead552,ELO1230,Backlog Report,Primary,Watching Brief at South Mimms to Moat Mount 1993,1993-05-01,1993-09-30,Full,"An archaeological watching brief was carried out by Tim Ellis, Archaeological Surveyor for British Gas Plc., during the construction of the 5.6km pipeline from South Mimms to Moat Mount between May and September 1993. A search through the GLSMR showed a variety of unstratified finds in the area and a Roman road 'Viatores 167' between Arkley and Hampstead should have crossed the pipeline around Barnet Gate yet no trace of it was found. Previous work by the Department of Greater London Archaeology and Hendon and District Archaeological Society with geophysical methods failed as well. A number of Medieval houses lie close to the pipeline as well. The watching brief revealed unstratified finds of flint and pottery (mostly Post Medieval fine red sandy wares;1580-1700). The only site of archaeological interest lay immediately to the north, Dyrham Park. The site consisted of a number of shallow cut features one context producing over 400 sherds of Medieval pottery. The pottery is extremely homogenous and seems to be from utilitarian use for cooking or storage. The pottery is locally produced the closest parallel being 11th and 12th Century pottery found at Pinner. Two truncated post holes were revealed as well although due to the effects of continuous ploughing much of the archaeology has been destroyed. The quantity of material suggests a nearby Medieval site probably the precursor to Dyrham Farm.",
73121a75-ce7c-48c8-b2ac-8235f8934995,ELO17397,Backlog Report - Invisible,Primary,Event/Activity at London Road,2017-01-01,2017-12-31,Backlog,No description is currently available for this record.  Awaiting update.,
7318d309-586e-4833-8fff-72041618ad80,ELO14534,Backlog Report,Primary,Event/Activity at London Road,2014-09-08,2014-09-11,Full,"An archaeological evaluation was undertaken between the 8th and 11th of September by Pre-Construct Archaeology. A single trench was excavated within the footprint of the proposed building on the site. The evaluation revealed that early 20th Century terracing of the site had severely truncated the archaeological horizon. However, a pit and a posthole dating to the Post Medieval period were recorded within the base of the trench. Both the features were underlain by the natural gravel deposits of the area.","Two GIS polygons were created over the approximate area of the whole building footprint, and the area of the single linear trench excavated. The location of the trench was estimated visually from observations of the plan included in the report (it is not exactly georeferenced). They were created at a scale of 1:600 using OS Mastermap as a base."
7351db7a-80b5-42f5-a81d-fc445dd5b9e8,ELO18264,Backlog Report,Primary,Desk Based Assessment at Land At Three Kings Yard,2017-06-01,2017-06-30,Full,"Desk based assessment carried out by CgMs Consulting in June 2017 at land on Three Kings Yard, Mayfair.",A GIS point was created over the approximate location of the site using OS Master Map as a map base at 1:1250.
736e4078-17a3-4cc0-b26a-2bc688245b87,ELO14157,Backlog Report,Primary,Event/Activity at Isleworth House,2014-05-01,2014-05-31,Full,"A heritage statement was created for Isleworth House, Richmond Road in May 2014 by Turley Heritage. The proposals are considered to have a positive effect on the heritage assets and surrounding area.","A GIS polygon was drawn over the approximate area of the site. Mapped at 1:1250 using OS MasterMap as a base,"
737276fc-e6b4-42f1-9dc7-be565fd467fd,ELO18647,Backlog Report - Invisible,Primary,Event/Activity at Merivale Road,2017-01-01,2017-12-31,Backlog,No description is currently available for this record.  Awaiting update.,
7376abeb-c5d2-4f22-8068-69bf16ddf4a7,ELO13109,Backlog Report,Primary,Event/Activity at Cheyne Walk,2011-05-31,2011-06-14,Full,"An archaeological watching brief was undertaken at 95-96 Cheyne Walk, Chelsea by Compass Archaeology between the 31st May and the 14th June 2011. The investigations comprised the monitoring of 21 trial pits.  The site revealed brick walls and drains of an early Post Medieval date. These included the construction of the 1670s Lindsey House.",A GIS polygon was drawn over the approximate area of the site. Mapped at 1:1250 using OS MasterMap as a base.
738a0094-f9ce-42b5-91d3-2c54164974fa,ELO17401,Backlog Report - Invisible,Primary,Event/Activity at St Peter and Pauls Roman Catholic School,2011-01-01,2011-12-31,Backlog,No description is currently available for this record.  Awaiting update.,
738a65ba-5994-4c3c-b0b3-7ed4ca183a9d,ELO10514,Backlog Report,Primary,Event/Activity at Normansfield Hospital,1998-08-01,1998-08-31,Backlog,No description is currently available for this record.  Awaiting update.,
7394ad67-d316-4783-bc25-a9d830d5ffb7,ELO14125,Backlog Report,Primary,Event/Activity at Folgate Street,2014-04-14,2014-05-02,Full,"An evaluation was undertaken at 13-15 Folgate Street between the 14th April to the 2nd May 2014 by Museum of London Archaeology. The site comprised two evaluation trenches.  The trenches revealed the presence of 17th Century horticultural plant beds, landfill and a 16th-17th Century wall. All the remains post-date the scheduled Priory of St Mary Spital.",GIS points were located over the approximate area of the trenches. Mapped at 1:1250 using OS MasterMap as a base.
7395edec-f89f-4870-9a49-5a67d2baa9ec,ELO9811,Backlog Report,Primary,Event/Activity at Empire Works,1992-05-01,1992-05-31,Backlog,No description is currently available for this record.  Awaiting update.,
739b2610-7f2a-4126-bd30-6b577401c797,ELO9446,Backlog Report,Primary,Event/Activity at Fulham Broadway Redevelopment,1999-01-01,1999-12-31,Backlog,No description is currently available for this record.  Awaiting update.,
73b044d2-56ef-4273-bf3d-9abc08a0d881,ELO3318,Backlog Report,Primary,Trial Trench at Former Whitbread Brewery,2001-04-01,2001-04-30,Backlog,No description is currently available for this record.  Awaiting update.,
73e0cfa6-d198-4fb2-90ed-38af6f46dba1,ELO14308,Backlog Report,Primary,Event/Activity at Tara Art Theatre,2012-09-01,2012-09-30,Full,Building recording was undertaken at the Tara Arts Theatre in September 2012 by Renton Howard Wood Levin LLP. The building dates to the Victorian era and is an end of terrace structure. It was originally a residential unit above a shop with a large rear extension. The building has been used by Tara Arts since 1983.,A GIS polygon was drawn over the approximate area of the site. Mapped at 1:1250 using OS MasterMap as a base.
73e42148-b9fc-401f-955f-b1170416b88b,ELO11634,Backlog Report,Primary,Event/Activity at Muschamp Primary School,2010-06-01,2010-06-30,Full,"A desk based assessment of Muschamp Primary School was carried out by Pre-Construct Archaeology in 2010.  The site is considered to have a high to moderate potential for archaeological remains from the Prehistoric period, a moderate potential for the Roman period and a low to moderate potential for all later periods.  The site was used for arable farm land for the majority of the Post Medieval period until the late 19th Century when the area was redeveloped and a sewage works was built.",A polygon was drawn over the approximate area of the site at a scale of 1:1250 OS based on Master Map and a site location plan in the report.
73f7023d-3698-4f21-a427-77150beb33cf,ELO349,Backlog Report,Primary,Desk Based Assessment at Fenchurch Street,2001-01-01,2001-01-31,Backlog,No description is currently available for this record.  Awaiting update.,
7414a83b-0b4d-4fc3-80be-5cff7bc836bf,ELO1092,Backlog Report,Primary,Trial Trench at One O'clock Centre,2001-09-17,2001-09-18,Full,"An Archaeological Evaluation was carried out by AOC at One O'clock Centre, Siward Road, Garratt Park, Wandsworth, between the 17th and 18th September 2001. This was funded by Wandsworth Borough Council and the proposed scheme of development is for the demolition of the existing buildings and the construction of a single storey steel frame building with external hard and soft children's play areas. Two machine dug trenches were excavated measuring 3m by 4.8m and 2m by 3m, down to a depth of 2.3m. A Late Saxon alluvial sequence of gravel and clays underlay Post Medieval former topsoils and dump deposits. The alluvium had moderate environmental potential for pollen. The natural was London Blue Clay 6.7m OD.",
7435073b-dd53-4e11-8baf-8df8f01cf8fa,ELO10866,Backlog Report,Primary,Event/Activity at Chingford Mount Road ,2000-01-01,2000-12-31,Backlog,No description is currently available for this record.  Awaiting update.,
743dd646-b50f-4732-8a79-2169fa6f4cb7,ELO12324,Backlog Report,Primary,Event/Activity at Capel Manor Primary School,2011-04-11,2011-04-14,Full,"Archaeological Solutions undertook the first phases of an evaluation at Capel Manor Primary School, Bullsmoor Lane, between the 11th-14th April 2011. The site comprised of two trenches located to the south of the site. The trenches revealed an 18th-20th Century wall, a Post Medieval ditch, pit and a horse burial. A Medieval ditch was also identified.  *Natural was observed at a height of 33.50m AOD*",The GIS polygon for this site is the approximate location of the trenches. Mapped at 1:1250 using OS MasterMap as a base.
745ccccc-1851-47d3-97c7-dd0c64544d4d,ELO11598,Backlog Report,Primary,Event/Activity at Carpenter's Road,2009-01-28,2010-02-26,Full,A watching brief was carried out on the site of the Stratford Box Pumping Station by Pre-Construct Archaeology between 2009 and 2010.  The watching brief uncovered a modern layer of silty backfill which contained steel rods and asphalt below a layer of redeposited clay.  Observation of the soil sequence was impeded by a high water table. *Natural deposits of sand and gravel were observed 2.90m below the ground surface.*,A polygon was drawn over the approximate area of the site at a scale of 1:1250 OS based on Master Map and a site location plan in the report.
74602cdd-95d7-47d2-b09e-005d45f0fb3f,ELO4447,Backlog Report,Primary,Watching Brief at Riverside Racquet Centre,1992-01-01,1992-12-31,Backlog,No description is currently available for this record.  Awaiting update.,
746621b3-4f1b-4f84-b87a-3f2ec86ac32b,ELO11209,Backlog Report,Primary,Event/Activity at Olympic Planning Delivery Zone 1,2007-06-01,2008-02-01,Full,"An evaluation was carried out at Planning Delivery Zone 1 of the Olympic site by Museum of London Archaeology Service/Pre-Construct Archaeology between 2007 and 2008.  The evaluation found an environment that appeared to have been subjected to numerous episodes of seasonal flooding beneath 19th and 20th Century made ground.  Ditches, pits, postholes and a drip gully were also found. *Natural deposits of floodplain gravel were observed between 0.38m OD and 2.26m OD.*",Polygons were drawn over the approximate area of the site at a scale of 1:1250 OS based on Master Map and a trench location plan in the report.
7471863e-3a8a-44cc-87f7-0b54da9b8433,ELO16107,Backlog Report,Primary,Event/Activity at Kings Cross Station,2008-11-07,2008-12-20,Full,"Standing building recording was carried out at King's Cross Station between the 7th November and the 20th December 2008 by Museum of London Archaeology.  Three brick walls were recorded which had been exposed in May 2008. These walls appear to be from three phases of development on the site. One wall did follow the known alignment of the Hotel Curve or its portal, but may have been form a later phase. The second wall dates to the 20th Century and the third wall was inline with the east wall of the Hotel Curve cutting.",A GIS polygon was drawn over the approxiamte area of the walls. Mapped at 1:1250 using OS MasterMap as a base.
7492c382-ae09-4d59-9c28-9606a7732414,ELO17988,Backlog Report - Invisible,Primary,Event/Activity at Coomb Hill {Telegraph Cottage Plot 5,2011-01-01,2011-12-31,Backlog,No description is currently available for this record.  Awaiting update.,
749307bb-a377-485d-afad-860b2246cba4,ELO821,Backlog Report,Primary,Desk Based Assessment at Cromwell Avenue,2003-07-01,2003-07-30,Backlog,No description is currently available for this record.  Awaiting update.,
7499299f-c4e9-4fac-bc98-04a67f1e093e,ELO18023,Backlog Report,Primary,Desk Based Assessment at Weir Road,2016-03-01,2016-03-31,Full,"In March 2016 Archaeology South East were commissioned to undertake an archaeological desk based assessment and heritage statement of 48 Weir Road.  The site was undeveloped marshy fields until the late 1930s/40s when raised allotments were created between areas of filter beds associated with the sewage works. Currently the site contains a mix of extant buildings, temporary storage units and skips.  It was concluded that there was a moderate theoretical potential for palaeoenvironmental and archaeological deposits to survive in the alluvium beneath the 1930a/40s plateau. The site is within the APA of Wandle Valley Alluvium. Any potential Prehistoric remains are likely to comprise isolated artefacts. It is thought there is a low theoretical potential for archaeological remains of all other periods. The site is thought to have been subject to minimal disturbance until the 20th Century. It is unlikely the site was ever cultivated.",A GIS polygon was created over the approximate location of the site using OS Master Map as a map base at 1:1250.
749c1342-2264-4751-8a34-e610f6721e9a,ELO2496,Backlog Report,Primary,"Event/Activity at Stone House, Staple Hall",2000-07-01,2000-07-31,Backlog,No description is currently available for this record.  Awaiting update.,
749e0668-22b0-47dd-af46-b36db465ccda,ELO9687,Backlog Report,Primary,Event/Activity at Spring Grove Road,2003-01-01,2003-01-31,Backlog,No description is currently available for this record.  Awaiting update.,
74a0749d-5a01-46c1-89a3-350280228ddd,ELO18393,Backlog Report - Invisible,Primary,Event/Activity at BT Telephone Exchange,2017-01-01,2017-12-31,Backlog,No description is currently available for this record.  Awaiting update.,
74ba003f-52bb-4fec-b102-9aea52e89d2c,ELO18274,Backlog Report - Invisible,Primary,Event/Activity at Cheyne Walk,2008-01-01,2009-12-31,Backlog,No description is currently available for this record.  Awaiting update.,
74c06c3a-7f16-4439-af39-51cded346037,ELO14923,Backlog Report,Primary,Event/Activity at St Joseph's Primary School,2012-05-01,2012-05-31,Full,"PROJECT DETAILS; In May 2012 Archaeological Solutions carried an archaeological excavation at the site of St Joseph's Primary School, The Broadway, Barking, Greater London (NGR TQ 4413 8375). The excavation was commissioned by Living Architects on behalf of the Diocese of Brentwood and was undertaken in compliance with a planning condition attached to planning permission for the construction of a new four classroom unit (London Borough of Barking  and  Dagenham Planning Ref. 11/01014/FUL).      The site had a high potential for archaeological remains, in particular for the Anglo-Saxon, Medieval and Post Medieval archaeology.  Such remains may relate to Barking Abbey, as well as the Medieval and later development of the town.  The evaluation did not reveal Anglo-Saxon or Early Medieval remains, and the Medieval and Post Medieval remains are likely associated with 'backyard' activity.  The aims of the excavation were to preserve by record the archaeological evidence contained within the site prior to ground disturbance associated with the development.     Like the evaluation the excavation revealed Medieval (11th-13th Century), Post Medieval (late 16th - 18th Century) and modern features.  Of particular interest are the four Medieval (11th - 13th Century) pits (F1010, F2012, F2029 and F2043), and the World War II air raid shelter.; Project status: Complete Yes, Validated Yes; Previous/Future Work: Previous Yes, Future No Associated Identifiers:; Contracting Unit No. 4411; Sitecode SJO 11; NMR No. 1565275 Project Type: Field evaluation; Development Type: Small-scale extensions (e.g. garages, porches, etc.); Methods and Techniques: '''Targeted Trenches''', '''Sample Trenches'''; Position in the Planning Process: Pre-application; Reason for Investigation: Planning condition; Site status: Area of Archaeological Importance (AAI); Current Land use: Other 2 - In use as a building; Monument Type(s)/Period(s): PITS  AND  WORLD WAR II AIR RAID SHELTER Modern; Artefact Type(s)/Period(s): POTTERY Medieval  PROJECT LOCATION; Area 1 Hectares; Grid Reference: TQ44138375 Point; Height 7 -  8 metres PROJECT CREATOR(S); Brief originator: English Heritage Greater London Archaeological Advisory Service; Design originator: Jon Murray; Director/Manager: Jon Murray; Supervisor: Zbigniew Pozorski; Sponsor or funding body: Diocese of Brentwood DIGITAL ARCHIVE; Recipient: London Archaeological Archives and Resource Centre; Contents: 'Survey'; Media: 'Images raster / digital photography', 'Survey', 'Text' PAPER ARCHIVE; Recipient: London Archaeological Archive and Resource Centre, Museum of London.; Contents: 'Survey'; Media: 'Diary', 'Drawing', 'Photograph', 'Plan', 'Report', 'Survey ' PHYSICAL ARCHIVE; Recipient: London Archaeological Archives and Resource Centre; Contents: 'Ceramics' BIBLIOGRAPHY; Publication Type: Grey literature (unpublished document/manuscript); Title: St Joseph's Primary School, The Broadway, Barking, Greater London; Author(s)/Editor(s): Pozorski, Z; Other Bibliographic Details: Archaeological Solution Report No. 4080; Date: 2012; Issuer/Publisher: Archaeological Solutions; Place of Issue or Publication: Bury St Edmunds; ",
74e6d4f8-236d-49f8-ae53-349947e3124f,ELO18195,Backlog Report - Invisible,Primary,Event/Activity at Bemish Road,2016-01-01,2016-12-31,Backlog,No description is currently available for this record.  Awaiting update.,A GIS point was created over the approximate location of the site using OS Master Map as a map base at 1:1250.
74f406b6-cc81-46f3-af5b-4a74a6052e57,ELO1579,Backlog Report,Primary,Trial Trench at Grafton Square,1992-01-01,1992-12-31,Backlog,No description is currently available for this record.  Awaiting update.,
7513b9f0-2243-44e9-a6a9-8d410a081e80,ELO9663,Backlog Report,Primary,Trial Trench at East Marshalling Yards,1997-10-01,1997-10-31,Backlog,No description is currently available for this record.  Awaiting update.,
75264e41-d9fc-42dc-b2ed-1fdfcb3aa2c2,ELO14307,Backlog Report,Primary,Event/Activity at Cooks Road,2014-04-01,2014-04-30,Full,"A desk based assessment was undertaken on land at Cooks Road, Stratford in May 2014 by CgMs Consulting.  The site is thought to have a low archaeological and palaeoenvironmental potential for the Prehistoric periods, and a low archaeological potential for the Medieval period.",A GIS polygon was drawn over the approximate area of the site. Mapped at 1:1250 using OS MasterMap as a base.
