ResourceID,Geometry,External Cross Reference Source,External Cross Reference Number,Event Type,AdminArea,AdminAreaType,Currency,Address Status,Building Name,Building Number SubStreet,SubStreet,Building Number,Street,Locality,Town,Postcode,EventUID,RecordType,Name Type,Name,DateFrom,DateTo,Description Type,Description,Notes
93b7ab9c-25d4-4e3e-b478-75b22e3cebc3,,,,Desk Based Assessment,Southwark,Borough,Current,Primary,Kinglake Street Garage,,,,Kinglake Street,,London,SE17,ELO18429,Event - Interpretation,Primary,Desk Based Assessment at Kinglake Street Garage,2016-06-01,2016-06-30,Full,"In June  2016 Archaeological Solutions was commissioned to undertake an archaeological desk based assessment at Kinglake Street Garage, Kinglake Street, Southwark.  It was suggested that there is a low potential for Prehistoric activity due to the marshy landscape. There is a high potential for Roman archaeology along the Old Kent Road/Roman Watling Street. Buildings and ditches have been recorded opposite the site.   There is low potential of Saxon and Medieval archaeology as the road and area declined in importance and returned to a rural character.   In the 18th Century Watling Street became a turnpike and the site was occupied by a building possibly associated with a turnpike barrier and then developed for properties fronting onto The Old Kent Road. Terraced houses were constructed to the rear of the site and were demolished by 1948. Therefore there is high potential for Post Medieval remains.",A GIS point was created over the approximate location of the site using OS Master Map as a map base at 1:1250.
93c04d0f-4b98-43ee-ad52-7618a50535bc,,Site Code,LOB16,Excavation,Wandsworth,Borough,Current,Primary,Heliport House,,,38,Lombard Road,,London,SW11 3RP,ELO18187,Event - Intervention,Primary,Excavation at Heliport House,2016-04-04,2016-04-06,Full,"An Archaeological Evaluation on land at Heliport House, 38 Lombard Road, Wandsworth, SW11 3RP by Pre-Construct Archaeology in April 2016  The evaluation demonstrated that the underlying geology was Kempton Park gravels, overlain by thick deposits of sterile silty clay, which can be identified as a type of Langley Silt Member. Overlying and possibly truncating natural deposits were thick layers of demolition and industrial waste deposited during the late postmedieval period, as well as a succession of late postmedieval industrial surfaces relating to the site's function as part of a larger industrial complex. The heavy late postmedieval material evidenced across the site is likely to have removed all earlier cultural remains that may once have existed on the site, and has possibly had a significant impact on natural deposits also.",A GIS point was created over the approximate location of the site using OS Master Map as a map base at 1:1250.
93c04d0f-4b98-43ee-ad52-7618a50535bc,,OASIS ID,preconst1-247775,,,,,,,,,,,,,,,,,,,,,,
9446d300-ff89-40a1-8923-9f3407f63cf4,,Site Code,GOV17,Excavation,City of Westminster,Borough,Current,Primary,,,,01-May,Grosvenor Place,,London,SW1X 7HJ,ELO17613,Event - Intervention,Primary,Excavation at Grosvenor Place,2017-04-24,2017-05-26,Full,"Pre-Construct Archaeology carried out an arachaeological evaluation at 1-5 Grosvenor Place between 24/04/2017 and 26/05/2017.  The site at 1-5 Grosvenor Place lay in an area thought to have been settled by people during the Neolithic and Bronze Age. During the 18th Century quarry pits were excavated in the vicinity of the site to provide building materials for construction projects in Mayfair, to the north of the site.  Four archaeological evaluation trenches were excavated to determine whether evidence for Neolithic and Bronze Age activity, identified elsewhere in the locality, was also present at 1-5 Grosvenor Place. Additionally, the evaluation aimed to determine the presence/absence, extent, condition, nature, character, quality and date of any remains associated with 18th Century development at the site.  Undisturbed natural deposits were not encountered during the evaluation, nor were any Neolithic or Bronze Age remains. Evidence relating to the development of the site in the 18th Century - in the form of backfilled quarry pits - was extant and deposits relating to this period were found to be present down to the lowest level that could be safely investigated during the excavation.",A GIS polygon was created over the approximate location of the site using OS Master Map as a map base at 1:1250.
9446d300-ff89-40a1-8923-9f3407f63cf4,,OASIS ID,preconst1-286236,,,,,,,,,,,,,,,,,,,,,,
94f2be65-8a45-4ed6-80fb-78abebc1ea00,,,,Desk Based Assessment,Brent,Borough,Current,Primary,Fulton Quarter,,,,Wembley Park Drive,,Wembley,HA9 8TS,ELO17481,Event - Interpretation,Primary,Desk Based Assessment at Fulton Quarter,2017-06-01,2017-07-30,Full,"In June 2017 RPS undertook a desk based assessment at the Fulton Quarter, Wembley.  The report concludes that the site has little potential to retain archaeological remains. The site was under agricultural use until the 19th Century when the site was converted to parkland. This subsequently became Wembley Park in the late 19th Century, it is thought that development will have truncated and removed any potential remains.",A GIS point was created over the approximate location of the site using OS Master Map as a map base at 1:1250.
95a88518-4fce-41b8-9f14-6ab4edb56a63,,,,Desk Based Assessment,Brent,Borough,Current,,,,,,,,,,ELO17219,Event - Interpretation,Primary,Desk Based Assessment at Lakeside Drive,2016-10-01,2016-10-31,Full,"In October 2016 CgMs was commissioned to undertake an archaeological desk based assessment at land at Lakeside Drive, Park Royal, Brent.  The report concludes that site can be considered to have a generally low archaeological potential for all past periods of human activity. 20th Century development impact within the study site was considered to have had a  severe negative impact on any potential archaeology.",
96757992-7045-464c-920c-bd617e9ebc53,,Site Code,BDQ10,Environmental Sampling,Greenwich,Borough,Current,Primary,,,,Jun-42,Blackheath Road,Deptford,London,,ELO12084,Event - Intervention,Primary,Environmental Sampling at Blackheath Road,2010-11-01,2010-11-30,Full,"An environmental archaeological assessment of sediments at Blackheath Road was undertaken by Quaternary Scientific in November of 2010.  The assessment identified peat accumulation within a depression (possibly an abandoned channel) that underlies the eastern part of the site alongside a gravel 'high'. Peaty sediments of likely Mesolithic date were identified reflecting a transition to semi-terrestrial conditions.   No radiocarbon dates were obtained and the chronology is based on correlations with nearby sites.   The pollen assessment indicates variable preservation, but where good, pollen refects wet, open environment dominated by herbaceous and aquatic vegetation, followed by wet, open woodland dominated by alder with an understorey of sedges and grasses.",Polygon created in GIS based on OS Master Map at a scale of 1:1250 OS and a site location plan in the report on 29/03/2012.
96f1aafb-0519-4435-a4f3-4194f4d4625d,,,,Geotechnical Survey,Southwark,Borough,Current,Primary,,,,2A-4,Jamaica Road,,London,SE1 2BX,ELO8299,Event - Intervention,Primary,Geotechnical Survey at 2A-4 Jamaica Road,2007-09-01,2007-09-30,Full,"Two geotechnical test pits were excavated under the archaeological supervision of L-P: Archaeology to assist in the assessment of the site for redevelopment work by Spice Design Consultants. The two small test pits recorded a series of building rubble layers, sandy soils, and further rubble layers to the depths of 1.7 and 2.0m sampled.  The results of the two test pits are within the larger desk based assessment of the area.","GIS polygon drawn for the redevelopment area; drawn at 1:1250 with OS Mastermap, 15/12/2008"
9787f64d-0901-480f-a388-b89328d972e1,,Site Code,WYA10,Excavation,City of Westminster,Borough,Current,Primary,The Cellarium - Westminster Abbey,,,,Deans Yard,,London,SW1P 3PA,ELO17609,Event - Intervention,Primary,Excavation at The Cellarium,2010-10-28,2012-03-30,Full,"A watching brief and excavation was carried out by Pre-Construct Archaeology in the Cellarium of Westminster Abbey between 28/10/2010 and 30/03/2012 Remains of a late 10th/early 11th Century building were uncovered, a passageway and evidence of previous cellarium and misericorde buildings identified. Lead water pipes from the 13th Century and 11th Century land reclaimation were also seen.",A GIS point was created over the approximate location of the site using OS Master Map as a map base at 1:1250.
9787f64d-0901-480f-a388-b89328d972e1,,OASIS ID,preconst1-158524,,,,,,,,,,,,,,,,,,,,,,
97af20d0-28ff-49f8-875a-37e94aa51e2c,,LPA Planning Reference,16/04462/FUL,Desk Based Assessment,Croydon,Borough,Current,Primary,,,,20-22,Cranleigh Gardens,Sanderstead,South Croydon,CR2 9LD,ELO17621,Event - Interpretation,Primary,Desk Based Assessment at Cranleigh Gardens,2017-06-30,2017-07-05,Full,"A desk based assessment was carried out by Pre-Construct Archaeology regarding land at 20-22 Cranleigh Gardens, Sanderstead, London, CR2 9LD in June-July 2017. The assessment concludes that there is a low-medium potential for archaeological remains dating to the Prehistoric periods (Palaeolithic, Mesolithic and Neolithic), there is a medium potential for the Post Medieval and low potential for all other periods. It further concludes that there is a possibility of previous adverse impacts on the study site due to the construction of a rural trackway and structure during 1843 and possibly earlier, though it remains possible that potential deeper archaeological remains remain in situ. The proposed scheme is a development into the rear gardens of 20-22 Cranleigh Gardens and is likely to have a high impact on the potential archaeological features if present.",A GIS polygon was created over the approximate location of the site using OS Master Map as a map base at 1:1250.
982233f0-2c05-4f71-9ed0-daea457fcae0,,,,,Brent,Borough,Current,,,,,,,,,,ELO17480,Event - Interpretation,Primary,Desk Based Assessment at Albion Way Wembley Middlesex,2017-03-01,2017-03-31,Full,"In March 2017 CgMs Limited were commissioned to prepare an archaeological desk based assessment for land at Albion Way, Wembley, HA9.   The study site is thought to have low archaeological potential for all historical periods. No archaeological designated or non-designated heritage assets have been identified within the study site. Cartographic sources suggest the site was not built upon until the mid 20th Century.",A GIS polygon was created over the approximate location of the site using OS Master Map as a map base at 1:1250.
982233f0-2c05-4f71-9ed0-daea457fcae0,,,,,Middlesex,County,Former,,,,,,,,,,,,,,,,,,
98db0d2b-76a8-4ccb-8a2e-816a4b2f5d27,,Site Code,GM222,Watching Brief,City of London,Borough,Current,Primary,Wallside,,,,Monkwell Square,,London,EC2,ELO16333,Event - Intervention,Primary,Watching Brief at Wallside,1932-01-01,1932-12-31,Full,"An archaeological watching brief by the Guildhall Museum at Wallside, Monkwell Square, City of London, EC2.  A square chalk-walled structure, probably a cesspit, was recorded at the south-west corner of this site. It was roughly built, bonded with buff mortar, cut through natural brickearth into gravel, with walls about 1ft 31/2in wide surviving to a height of 3ft. The structure measured 6ft 6in east-west and 6ft 10in north to south. Finds illustrated in the records appear to be of late 13th-early 14th Century date.",
98ef457c-6985-4ef1-a00f-d9bee2dd6f60,,Site Code,STZ09,Watching Brief,City of Westminster,Borough,Current,Primary,,,,190,Strand,,London,WC2,ELO17114,Event - Intervention,Primary,Watching Brief at Maltravers Street/ Strand,2014-09-29,2014-10-24,Full,"In October 2014 Museum of London Archaeology was commissioned to undertake an archaeological watching brief at the 190 Strand site, Westminster.   The watching brief (Area 4) was conducted adjacent to Area 1 and it became apparent during monitoring that the site had been severely affected by the 1960s basements. No archaeology was seen as the area and it had been truncated down to the London Clay deposits.",A GIS Polygon was created over the approximate location of the site using OS MasterMap as a map base at 1:1250
98ef457c-6985-4ef1-a00f-d9bee2dd6f60,,OASIS ID,molas1-219265,,,,,,,,,,,,,,,,,,,,,,
9b5cab6c-1446-4c86-b5d8-ff04feaf5f89,,Site Code,UPH01,Evaluation,City of London,Borough,Current,Primary,Queensbridge House,,,,Upper Thames Street,,London,EC4,ELO8378,Event - Intervention,Primary,Evaluation at Upper Thames Street,2001-03-19,2001-03-29,Full,"An archaeological evaluation was undertaken by the Museum of London Archaeology Service in 2001.  Six evaluation trenches were excavated: three to the north of Upper Thames Street and three to the south. Due to the scheduled monument the trenches were only excavated to the depth of the proposed works.  On the south side a Post Medieval cobbled surface was found, overlain by thick dumped debris related to the Great Fire of London in 1666.  *Natural deposits were not reached*",GIS polygons mapped on OS Mastermap at 1:1000 using snapping. Polygons reflect areas of activity shown in figure 3 of report SLO 80098. 04/02/2009. Polygon removed 30/05/2012 - record subsumed within ELO12283.
9b625ac8-b51d-4f9a-a266-86a0c506424a,,Site Code,MLH97,Trial Trench,Hillingdon,Borough,Current,,,,,,,,,,ELO4029,Event - Intervention,Primary,Trial Trench at Moyson's Yard,1997-07-22,1997-07-23,Full,"An evaluation took place at Moyson's Yard, Moor Lane, Harmondsworth between the 22nd and 23rd July 1997. The site comprised a single trench located in the centre of the development area and included a ditch that was not datable and Post Medieval pits.   * Natural was observed at a height of 24.00m OD *",A GIS point was created using the location of the site at a scale of 1:1250 using OS MasterMap as a base.
9b766662-f5b4-4087-8cff-d26161e5c5d7,,,,Desk Based Assessment,Barnet,Borough,Current,Primary,Muswell Hill Bus Garage,,,,Sydney Road,Muswell Hill,London,,ELO8921,Event - Interpretation,Primary,Desk Based Assessment at Sydney Road,1993-01-01,1993-01-31,Full,A desk based assessment of the historic environment potential of the site.,
9b8003ed-99c0-4188-a6cf-9ca843712ad0,,Site Code,EGA07,Watching Brief,Hackney,Borough,Current,Primary,Eagle House,,,159-189,City Road,,London,EC2,ELO9418,Event - Interpretation,Primary,Watching Brief at Eagle House,2000-01-01,2000-12-31,Full,"A desk based assessment was carried out by the Museum of London Archaeology Service on the site of Eagle House 159-189 City Road, London EC2 in 2000.  The site lies in an area of limited archaeological potential for the Roman, Medieval and Post Medieval periods and there was judged to be little archaeological potential for other periods. The basement of the present building and earlier cellaring will have removed much archaeology in the area.",
9b8cbdb5-57dc-47e3-b340-76791247bfdf,,Site Code,GF73,Excavation,City of London,Borough,Current,Primary,Christchurch Greyfriars,,,,King Edward Street,,London,EC1A 7BA,ELO16404,Event - Intervention,Primary,Excavation at Christ Church Greyfriars,1973-01-01,1973-12-31,Full,"An archaeological excavation by the Department of Urban Archaeology at Christ Church Greyfriars in 1973.  An area within the east end of Wren's church was excavated in June 1973 prior to removal of the east end during road widening. The excavation was confined to a depth of 2m, the intended depth of destruction. Structural features of the 13th Century were overlaid by deposits of the Greyfriars church; a portion of the Medieval east wall and three pillar bases forming the south arcade. Both north and south aisles contained Post Medieval brick vaults. A number of lead coffins were exposed and reburied on site.",
9c190f25-2dd7-40fb-ac83-46a847519827,,Site Code,WSI97,Watching Brief,City of London,Borough,Current,Primary,,,,13-21,West Smithfield,,London,EC1,ELO15168,Event - Intervention,Primary,Watching Brief at West Smithfield,2000-01-26,2000-02-11,Full,"An archaeological watching brief by Musuem of London Archaeology Service between the 26th January and the 11th February, 2000, at 13-21 West Smithfield & 22-29 Hosier Lane, London.   A watching brief was carried out within area 2 between 26 Jan and 11 Feb 2000. The results of the watching brief are included in the description for the open area excavations.  *Natural Sands and Gravels were observed between 13.71m OD (probably truncated) to 15.40m OD.*",
9c190f25-2dd7-40fb-ac83-46a847519827,,,,,,,,Alternate,,,,22-29,Hosier Lane,,,,,,,,,,,,
9c9336cc-bd9f-404c-961c-0e4aa60b9305,,,,Excavation,Islington,Borough,Current,,,,,,,,,,ELO8533,Event - Intervention,Primary,Excavation at Environs of,1941-01-01,1944-12-31,Full,Grimes undertook rescue excavations in this area in 1944 following the destruction of some of the buildings. He uncovered extensive remains of the Medieval Carthusian Charterhouse monastery.,
9d036880-0b1d-4889-af57-4ff1c16848e6,,Site Code,LMB15,Watching Brief,Lambeth,Borough,Current,Primary,Ronald McDonald House - Guy's and St Thomas',,,215-216a,Lambeth Road,Lambeth,London,SE1 7JY,ELO18713,Event - Intervention,Primary,Watching Brief at Ronald McDonald House Guy's and St Thomas,2015-05-27,2015-09-04,Full,"An archaeological watching brief was carried out by Museum of London Archaeology  at Ronald McDonald House, Guy's and St. Thomas, 216 and 216a, Lambeth Road, London SE1. The report was commissioned from Museum of London Archaeology by the client, Ronald McDonald House Charities. In accordance with the Written Scheme of Investigation, (Museum of London Archaeology, 2015),a watching brief was carried out on the site between the 27th May and 4th September 2015. The site lately accommodated Brian Creamer House and the Garden Cottage; however, formerly the site lay within the bounds of the parkland of the Lambeth Palace Estate, the residence of the Archbishop of Canterbury.  The watching brief was maintained upon the obstruction clearance and then the groundworks of the new development after piling had been completed. 22 trenches were opened, within an area measuring c.65.00m in length, by c.20.00m in width, and with trenches varying between 1.50m to 3.00m in depth. The horizontal sequence revealed during the watching brief consisted of a natural sand at 1.80m OD. It was overlain by a brickearth layer within which were a few flint artefacts. This layer supported a subsoil and topsoil, the latter at 3.50m OD and the ground surface at 4.00m OD.  Several cut features were identified. The two earliest were a Medieval pit and an undated ditch - the latter was considered to be Medieval or earlier in origin; both of these were cut into the brickearth. A number of cut features of the later Post Medieval phase of the park landscape were also identified, these were cut through the subsoil and they were assumed to have once related to the parkland ponds, channels and structures indicated upon the historic maps and plans. One set of brick footings was revealed which were assumed to have belonged to a possible gate lodge shown on a late 19th Century map.",A GIS polygon was created over the approximate location of the site using OS Master Map as a map base at 1:1250.
9d036880-0b1d-4889-af57-4ff1c16848e6,,OASIS ID,molas1-225941,,,,,,,,,,,,,,,,,,,,,,
9d036880-0b1d-4889-af57-4ff1c16848e6,,LPA Planning Reference,14/03703/FUL,,,,,,,,,,,,,,,,,,,,,,
9d918a2f-ce0b-4f55-8483-88c214a238fd,,Site Code,CMT93,Watching Brief,Islington,Borough,Current,Primary,,,,15-23,Liverpool Road,,London,N1,ELO11306,Event - Intervention,Primary,Watching Brief at Liverpool Road,1993-02-19,1993-05-07,Full,A watching brief had been undertaken on the Woolworths redevelopment site by the Museum of London Archaeology Service between February and May 1993.,
9ded0b46-9ee1-47e5-b606-f0e37334eff0,,,,Desk Based Assessment,Hammersmith and Fulham,Borough,Current,Primary,Oaklands House,,,,Old Oak Common Lane,,London,NW10 6DX,ELO17290,Event - Interpretation,Primary,Desk Based Assessment at Oaklands House,2017-01-01,2017-01-31,Full,In January 2017 CgMs Consulting was commissioned to undertake an archaeological desk based assessment at Oakland's House.  The study site is considered to have a low potential for all past periods apart from the Modern period where a low-moderate potential is identified.,
9e105cb4-dd12-4e8a-86f6-d82104c0a6be,,Site Code,LNH98,Watching Brief,City of London,Borough,Current,Primary,,,,147-148,Leadenhall Street,,London,EC3,ELO16795,Event - Intervention,Primary,Watching Brief at Leadenhall Street,1998-10-21,1988-12-22,Full,"An archaeological watching brief by the Musuem of London Archaeology Service between the 21st October and 22nd December, 1998, at 147-148 Leadenhall Street, City of London, EC3.  Work on new drains was monitored between 21st October and 22nd December 1998 during conversion of the former bank to restaurant use. Archaeological deposits (""dark earth"") were recorded in section. The highest survival of archaeological deposits occurred at 13. 75m OD.  *The natural was not observed during this watching brief*",
a0805564-f38a-4db6-99c8-a4cb58a91582,,,,Desk Based Assessment,Hammersmith and Fulham,Borough,Current,Primary,Oaklands House,,,,Old Oak Common Lane,North Acton,London,,ELO17828,Event - Interpretation,Primary,Desk Based Assessment at Oaklands House,2016-01-01,2016-01-31,Full,"In January 2016 The Environmental Partnership was commissioned to undertake a desk based assessment at Oaklands House, North Acton.  The assessment examines the potential for direct effects on the historic environment, as well as the potential for effects on heritage assets in the surrounding area. The Project Site does not contain any designated heritage assets, and does not contain any previously recorded heritage assets or features of interest, as listed on the Greater London Historic Environment Record and no features of archaeological interest of significance have been identified as a result of research undertaken as part of this report.",
a17f0fe5-e696-4b5f-b29f-73da6222ab3a,,,,Desk Based Assessment,Camden,Borough,Current,Primary,,,,20,Bedford Way,,London,WC1,ELO17559,Event - Interpretation,Primary,Desk Based Assessment at The Institute of Education,2017-05-01,2017-05-31,Full,"In May 2017 Alan Baxter Ltd was commissioned to undertake a heritage statement at 20 Bedford Way, WC1.  The Institute of Education at no. 20 Bedford Way is part of a larger building that comprises the Institute of Education, the Institute of Advanced Legal Studies as well as other functions of University College London (UCL). It is listed at Grade II* and forms part of the setting of several other listed buildings.  The report concludes that the impact of development and proposed alterations is negligible.",A GIS point was created over the approximate location of the site using OS Master Map as a map base at 1:1250.
a195d209-316f-4c9d-8d24-65b98c5e904d,,Site Code,HXQ02,Trial Trench,Hackney,Borough,Current,Primary,,,,11,Hoxton Square,,London,N1,ELO471,Event - Intervention,Primary,Trial Trench at Hoxton Square,2002-03-05,2002-03-06,Full,"An archaeological evaluation by Pre-Construct Archaeology Ltd. at 11 Hoxton Square, Hackney between the 5th and 6th March 2002.  The evaluation consisted of one trench, which revealed evidence of Post Medieval buildings and a Post Medieval pit.  *natural sand was recorded at 15.25m OD*",
a1bd7f9b-71c1-4025-ad08-7e14df450c6f,,,,Open Area Excavation,Ealing,Borough,Current,Primary,The Japanese School,,,,Creffield Road,Acton,London,,ELO18750,Event - Intervention,Primary,Open Area Excavation at The Japanese School,1988-01-01,1988-12-31,Full,"The Department of Greater London Archaeology conducted archaeological excavations on the site in 1988.   A similar stratigraphy was recorded to that found during Brown's excavations in 1884, but only one Levallois flake was discovered along with several Mesolithic flint pieces.   The stratigraphy was recorded as comprising four distinct units: A, B, C, D. A comprised the Lynch Hill Gravels (at <28m OD), which were well-bedded with occasional sand sub-units. B comprised a continuation of the Lynch Hill Gravels (ca. 0.3m thick), consisting of poorly sorted gravel, sand and clay, which had been rapidly deposited under cool climate conditions. There is evidence in the upper part of the horizon for a channel cutting into the underlying sediments, which is interpreted as having flowed to the east. C comprised of gravels, sands, clays and silts (c.0.2m thick), which were interpreted as fluvial sediments that were occasionally laminated. D comprised of the Langley Silt Complex (c.0.6m thick), which is interpreted as equivalent to Brown's sandy loam and 'brickearth' horizons.",A GIS polygon was created over the approximate location of the site using OS Master Map as a map base at 1:1250.
a28889d5-f3a1-4be2-b906-3853f482d310,,,,Desk Based Assessment,Southwark,Borough,Current,Primary,,,,682,Old Kent Road,,London,SE15 1JF,ELO17145,Event - Interpretation,Primary,Desk Based Assessment at Old Kent Road,2016-12-01,2016-12-31,Full,"In December 2016 The Architectural History Practice undertook a significance basement of the structures to the rear of the Livesey Building 682 Old Kent Road. The statement briefly sets out the site history, and assesses the architectural, historical and archaeological significance of the site, with particular reference to the structures at the rear.  The Livesey Building was built as a public library in 1890 from designs by R. P. Whellock. It was built as a gift to local people by the local gas magnate Sir George Livesey. The building was bombed in 1940, resulting in substantial damage to the lending library, which lay towards the rear of the site. The frontage building was relatively unharmed and was repaired, continuing in use until closure in 1966. In 1974 the building became a museum, at which time the ruins at the back of the site were consolidated and landscaped, to form part of the museum display.",
a2d9e172-4a4d-4847-859d-1d644dfb6bef,,,,Desk Based Assessment,Southwark,Borough,Current,Primary,,,,52,Southwark Bridge Road,,London,SE1 0AR,ELO18253,Event - Interpretation,Primary,Desk Based Assessment at Southwark Bridge Road,2011-04-01,2011-04-30,Full,Ko and Partners Architects wrote a design and access statement to support a planning application.  It was concluded that there would be no significant change to the character of the grade II listed building.,A GIS point was created over the approximate location of the site using OS Master Map as a map base at 1:1250.
a2d9e172-4a4d-4847-859d-1d644dfb6bef,,,,,,,,Alternate,,,,74,Union Street,,,SE1,,,,,,,,,
a320ac64-c013-4dad-a9d7-2d37b39dd1ce,,,,,Ealing,Borough,Current,Primary,The Japanese School,,,,Creffield Road,Acton,London,,ELO18749,Event - Intervention,Primary,Trial Trench at The Japanese School,1974-01-01,1975-12-31,Full,"Excavations were conducted by the London and Middlesex Archaeological Society and G. de. G. Sieveking between 1974 and 1975. Trenching was undertaken as well as resistivity surveying. These investigations revealed the area excavated by Brown in 1884, which had subsequently been infilled with late 19th Century glass and refuse. Similar archaeology to that recorded by Brown was revealed.  No evidence for pollen, molluscan or other faunal remains were found.  Most finds were later Prehistoric and only a small amount of Levallois material was recovered.",A GIS polygon was created over the approximate location of the site using OS Master Map as a map base at 1:1250.
a320ac64-c013-4dad-a9d7-2d37b39dd1ce,,,,Earth Resistance (Resistivity) Survey,,,,,,,,,,,,,,,,,,,,,
a36714fc-12bb-40b6-bf2c-ab86f6e17e34,,Site Code,HLF98,Watching Brief,Havering,Borough,Current,Primary,Hall Farm,,,,Church Lane,North Ockendon,Upminster,,ELO9505,Event - Intervention,Primary,Watching Brief at Hall Farm,1998-10-07,1998-10-30,Full,"	""Three phases of archaeological work were carried out by The AOC Archaeology Group on the development site at Hall Farm, Church Lane, North Ockendon. The first phase was a watching brief carried out between the 12th and 15th of May 1997 during the excavation for service trenches. Only a small proportion of the areas observed showed potential archaeological remains in the form of laid timbers beneath a chalk deposit.  The final two phases of work involved the excavation of a single evaluation trench within the footprint of Barn F and the observation of ground reduction for the foundation slab for this barn. This was carried out during October 1998. During these works further timbers and chalk deposits were seen acting as levelling material. One north/south ditch was recorded as well as a large feature which may have been either an infilled pond associated with the Medieval manor house.""	TQ 58760 84829 (point)	TQ58SE",
a3c6cbb6-2ac5-42d2-bc13-02d66b2171f9,,Site Code,RO-SN92,Trial Trench,Havering,Borough,Current,,,,,,,,,,ELO4435,Event - Intervention,Primary,Trial Trench at St Neot's Playground,1992-05-18,1992-05-21,Full,"Archaeological evaluation undertaken by Newham Archaeological Services in May 1992 and July 1993 at the former st Neot's Sportground, Harold Hill, Romford, Essex in the London Borough of Havering.  Four evaluation trenches were excavated within the site boundaries; one from 18th-21st May 1992 and the remainder from 19th-24th July 1993.   Several modern dumps, probably associated with the levelloing of the sports pitches and a sequence of agricultural soils were all that was located. No evidence for the Roman road or any Roman activity was found.  No further archaeological works were recommended.",
a3dbe46c-a31c-4bac-ae14-dd3cb15aecbc,,,,Trial Trench,Camden,Borough,Current,Primary,ABC Cinema,,,,Pond Street,Hampstead,London,,ELO9154,Event - Interpretation,Primary,Trial Trench at Pond Street and Fleet Road,2001-10-01,2001-10-31,Full,"Broadway Malyan carried out a desk based assessment on the ABC Cinema site, Pond Street/Fleet Road, Hampstead, Camden in October 2001. It concludes that whilst there are no known features of archaeological interest on the redevelopment site itself, it lies within an area that has been identified by the London Borough of Camden as an Archaeological Priority Area. There are no Prehistoric, Roman or early Medieval archaeological sites & finds in the vicinity to indicate the former use of the redevelopment site in these periods. It may, however, have been occupied in the later Medieval or Post Medieval periods and therefore it may warrant some site evaluation prior to or a watching brief during redevelopment. There is a strong likelihood that archaeological deposits will hav.e been severely truncated, if not totally destroyed, on areas of the site which are presently and/or have previously been occupied by buildings, but there are parts of the site which do not appear to have been built over in the recent past.",
a3f97cbd-17c4-4951-bc6b-ce35fb309437,,Site Code,CRA88,Trial Trench,Ealing,Borough,Current,Primary,The Japanese School,,,,Creffield Road,Acton,London,,ELO3070,Event - Intervention,Primary,Trial Trench at The Japanese School,1884-01-01,1884-12-31,Full,"Palaeolithic artefacts were first recorded from Creffield Road in 1884 by J.A. Brown. Brown mainly collected from four pits located on the corner of Masons Green Lane (now Twyford Avenue) and Creffield Road, during house building. Hundreds of stone stools, including Levallois material, were recovered. He identified a horizon approximately 1.8m from the ground surface, which he called the Palaeolithic 'working floor' and he identified the site as a 'Palaeolithic workshop'.  Brown recorded a stratigraphy of modern soil, above gravel or 'trail', above 'Brickearth', above 'Sandy loam', above the Palaeolithic 'working floor' in bleached pebbles at 1.83m from the surface, above a series of think seams of sand, gravel and 'black' seams.   Brown's Palaeolithic 'working floor' was situated just beneath the brick earth, with artefacts resting on the surface of the gravels. Artefacts from this level were fresh, suggesting that they were undisturbed. Two other horizons contained Palaeolithic artefacts: one around 2.44m below the surface and another around 3.35-3.66m from the surface. These three horizons contained 'black matter', which was attributed to the decay of vegetation.",A GIS polygon was created over the approximate location of the site using OS Master Map as a map base at 1:1250.
